SpMax_A,VE1_A,AATS8dv,AATS8s,AATS2i,ATSC1dv,ATSC8d,ATSC0p,ATSC0i,MATS1c,MATS2s,MATS3s,MATS6s,MATS7s,MATS8s,GATS4c,GATS1dv,GATS5dv,GATS7dv,GATS6d,GATS7d,GATS2s,GATS3s,GATS2v,GATS3v,GATS1p,GATS6p,GATS3i,GATS6i,GATS8i,BCUTc-1h,BCUTd-1l,BCUTs-1h,RPCG,Xch-5d,Xch-7d,Xc-5d,Xc-5dv,Xc-6dv,AXp-1d,SdssC,SaasC,SaaaC,SssssC,SsNH2,SssNH,SsOH,SssO,SdS,SddssS,MAXaaCH,AETA_beta_s,AETA_eta_L,AETA_eta_F,ETA_epsilon_5,IC1,IC2,CIC2,ZMIC1,PEOE_VSA1,PEOE_VSA2,PEOE_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA10,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState7,VSA_EState8,MDEC-33,TopoPSA(NO),GGI3,GGI5,GGI6,GGI7,GGI8,GGI9,JGI2,JGI5,FPSA3,RPCS,Mor02m,Mor03m,Mor06m,Mor08m,Mor11m,Mor13m,Mor16m,Mor23m,XLOGP3,Silicos-IT_Log_P,ESOL_Log_S,ESOL_Solubility_(mg/ml),Ali_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml),SpDiam_A,AATS5d,AATS7s,AATS1i,AATS3i,AATS4i,AATS6i,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,GATS2c,GATS3c,GATS8c,GATS3dv,GATS4dv,GATS6dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS4s,GATS6s,GATS1v,GATS5p,GATS7p,GATS1i,GATS2i,GATS4i,GATS5i,GATS7i,RNCG,Xc-3dv,AXp-0d,SdO,SssS,SaaS,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_dEpsilon_D,CIC1,ZMIC2,PEOE_VSA4,PEOE_VSA6,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA3,SlogP_VSA4,EState_VSA4,EState_VSA5,VSA_EState9,AMID_C,JGI4,RNCS,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,pIC50
2.527684553,3.951139256,2.28125,2.287760417,151.5170365,47.87289993,-3.80788897,8.427742936,59.37314014,-0.2117518127,-0.1157561682,0.02043064479,-0.1842691178,0.02450654465,0.2463576378,0.8310578794,0.500481336,1.040133297,0.8887250274,1.075894837,0.8874009108,1.088774751,0.9690451929,0.8278441546,0.8982076281,0.9732701371,1.039945827,0.9832082187,1.004907652,0.987313464,0.3896382671,0.9879813945,3.513557274,0.07587720504,0.1964185503,0.7413965075,0.2823601614,0.08579236005,0.0,0.4345801857,0.0,6.033706381,0.0,0.0,0.0,0.0,0.0,5.24688712,0.0,0.0,2.064768519,0.6477272727,0.1978735067,0.9595762439,0.7893939394,3.295158192,4.37824019,0.8312131757,43.55474436,4.736862954,9.665781456,25.04240994,4.736862954,21.87426081,0.0,0.0,0.0,0.0,13.30664111,9.835544762,4.740355174,6.045632847,0.810834908,6.534047078,39.94,1.381944444,0.6605555556,0.2719274376,0.2777777778,0.1441326531,0.05469135802,0.06349206349,0.02001683502,0.04498476611,78.45698635,20.31861007,-2.381139668,0.3443662386,-1.587926779,0.5055820387,-1.084719676,0.4498160765,-0.740441615,2.96,3.2,-3.87,0.0388,-3.46,0.1,0.000806,4.848255660347266,3.54886971915947,2.756361700263792,148.66804949855893,158.36073931182773,159.49198867263104,156.8404636164661,1.3485385304752384,4.7805528492682186,-8.322259146064784,49.28968228592758,1.0982440619290474,1.0019502140385568,0.9894404491304291,1.0326882626748088,1.0191576788587478,1.0095956913802833,1.0046838857373088,0.8416222688631491,1.0464542432800987,1.0166578956640477,0.7307918707309692,0.9694267555292356,0.7176143104335019,1.1381949806064626,1.165742972329238,1.1980598304990915,1.1711364031504417,1.0533299825326918,1.2206611093150563,1.0350714933493579,0.22403145118807397,0.6569792349179572,0.6896537534383729,1.1076098700838584,-0.5398878510464377,0.26523509786404464,0.5124860007106017,-0.014486346764963024,0.026754517132906462,0.0352834824798994,1.7939962038951378,35.25210687132016,6.6151312775770315,16.074866338195157,3.788907400909669,26.329818206535883,2.9651402586504694,26.737501360219902,8.1915903783627,5.074708594539182,48.282646495582554,4.202083097134345,0.9503676192365325,1.634551263679211,0.036001829385012944,11.250493083459794,-0.24645533781127138,0.15304675537073073,-0.11525829397779669,2499.977249531607,1.9889007390903686,5.6165071199279595
2.450829886,4.557563262,4.516609393,2.759344109,154.6095184,58.01078983,-4.326094696,12.74293232,107.859061,-0.2749013998,0.03540395683,0.03297756679,-0.008824186874,-0.09328952318,-0.009413761854,0.8569243788,0.5129172249,1.127243629,1.176812172,1.080201477,1.162243858,0.5965329162,0.8155445155,0.954629469,0.9727023369,0.9155283135,1.009952604,0.9989515116,1.007854241,0.967006602,0.4251053767,0.9929434613,8.001919149,0.077329588,0.09622504486,0.7915545072,0.3003491901,0.06495360686,0.0,0.432942848,0.0,2.597470466,1.650770798,0.0,0.0,6.785258101,0.0,0.0,0.0,0.0,2.001855423,0.6693548387,0.2300787639,1.008999799,0.803030303,3.900604694,4.916230832,0.8116896228,46.41952909,10.63357721,14.64975998,17.57815784,10.63357721,32.8379546,15.7651876,0.0,5.817220841,22.19791885,24.52642128,16.6996217,12.0372115,7.733259611,3.020975377,8.945055957,67.66,2.131944444,0.7052777778,0.6727891156,0.3160430839,0.2439058957,0.2025,0.05442176871,0.0160290404,0.03824373508,120.5985347,29.47250363,-5.332684194,3.123976389,-3.145420253,1.589481564,-1.664650982,0.0316464718,-0.8006874655,3.7,4.18,-5.05,0.00388,-4.81,0.00674,6.55e-07,4.901024240059725,3.1084637150689844,3.086751823493554,151.46407579779606,159.54981881673294,152.87540046405903,156.53276160467604,-53.46121590589011,9.304022159828301,-1.0157298289588699,48.89763130403871,1.3433128996868011,0.8316891205385403,0.7945102641581615,1.1008836767482135,1.0785079879787154,1.0652164901688912,1.0944595178580772,0.6865783417127003,1.1171363148986553,1.3338352328523075,0.8525444288318748,1.0973322865588078,0.9057448986196284,1.0926228154151272,1.0583542201769351,1.2106352539692784,1.2239044097657719,0.9793039699207118,0.8391063199615743,0.933727594849065,0.1410762703638574,0.6338457628955234,0.6902040852142283,6.243359999827759,0.653803781612599,1.3261912030736107,0.4757119492075675,0.006154950137150393,0.003333342151301502,0.03012328899833653,2.4729895670170907,29.1582534113703,3.001869083084565,8.204788255611641,9.10372841374017,22.457391480574255,1.2299893276410345,34.975486100461666,-4.016673642980713,8.128349652640873,31.493922560040737,14.415339089411859,1.3719239041399072,1.5656429067331108,0.03813596787757502,69.41246030891868,-0.4335044863407796,0.4395925199184938,-0.4127262825060702,2164.1802566163346,1.1688985485480154,6.667609673093787
2.497512609,4.437620321,2.015384615,2.239957265,153.272376,89.45314622,-15.54594839,10.58835706,77.19567328,-0.5004129183,0.2651067204,-0.05504335624,0.1316900579,-0.307108869,0.08793257328,1.554265317,0.4190755467,1.080948831,1.227084527,1.456853876,1.101258312,0.6691494638,1.123784788,0.7806310964,1.140699459,1.023763251,1.023862803,1.301974241,1.08271177,1.068576417,0.4025512219,0.9893395914,3.046653978,0.09579455114,0.09622504486,0.773908719,0.7079843543,0.2331185203,0.05590169944,0.4280977518,0.0,5.627340764,1.728260385,-0.08980268959,0.0,0.0,0.0,0.0,0.0,0.0,2.040599017,0.6538461538,0.2119902115,0.9876545199,0.7592592593,3.38354417,4.245038319,1.309550532,48.98792224,4.983978521,14.95193556,28.11518542,0.0,24.9198926,0.0,0.0,5.414990469,0.0,12.39368714,4.983978521,0.0,3.413314497,8.439110204,9.398776366,67.35,1.465277778,1.104444444,0.74861678,0.6215632086,0.3527336861,0.156875,0.07751937984,0.02906432749,0.03384090071,54.04905813,26.02241899,-3.079364865,0.843889786,-2.011281618,0.4447490058,-1.373415037,0.2213948411,-0.8496291209,3.74,5.2,-4.73,0.00647,-4.85,0.00489,1.4e-06,4.687582848778796,3.5187321027454166,3.2359358339556987,145.6812966761761,159.68600803220727,159.95716318515036,154.26952887683805,2.3170008373681306,10.02922833952216,-3.33739190463924,49.0643364613988,1.3545860505988896,1.0001639077985687,0.6749409833561018,1.0955226438408228,1.048362786099724,0.9897686661496915,0.9005302090744348,0.6646308364922211,1.0933918889514038,1.1527675542618305,0.8200659756678337,1.0862952025908865,0.8069061695753598,0.7703955103156004,1.049665168660899,0.9447287861049527,1.176753998667962,1.0288230525490498,1.1158978705602622,1.0026815584183104,0.21567505955222196,0.6893563685992459,0.6946432868526604,5.422043524352006,1.1327667633417184,0.7146264853680784,0.4886937434006907,0.056620518848525286,0.03130140853894617,0.03315421171624095,2.263903447298231,29.890237421095748,-0.7999489265889048,32.89593436443407,6.64626157666454,16.505901656072542,-0.7173089538608957,15.142873111767924,3.995258955678564,9.157642179047974,38.89398759661293,22.08197686467796,-1.1943224580886127,1.6324088185363608,0.03957115299339578,160.6519739105952,-0.3544345308450469,0.12953605324727877,-0.16440306391937382,1688.349160372914,2.019870949496306,7.310129947502757
2.447549256,4.422793308,6.073529412,3.807189542,155.4356208,36.33333333,3.181405896,9.206771346,115.2841378,-0.4354855026,0.04180016019,-0.1871645975,0.01844566421,-0.002019496567,-0.1750070673,0.7721866777,0.4403169014,0.9935791218,1.012764085,1.002010157,0.9725719424,0.562716927,1.130701842,0.9231713684,0.98311287,0.8962714845,1.12940306,0.9872522707,0.9878453589,0.8922417666,0.4308997516,0.9728356617,8.002961619,0.09718800562,0.09622504486,0.7193857236,0.3003491901,0.06495360686,0.0,0.4352001174,-0.5155455407,0.4643126421,1.121067445,0.0,5.20259234,3.16958853,0.0,0.0,0.0,0.0,1.715090283,0.6696428571,0.1772239607,1.165351235,0.8353302611,3.944841529,4.832560875,0.5597565477,44.19509147,11.05045608,19.44429716,17.57815784,11.05045608,25.65562151,20.15560264,17.54162141,17.80213589,22.40817398,30.59278835,5.733667477,7.490502607,4.701148846,-0.06145509195,8.945055957,98.72,2.194444444,0.8094444444,0.6041269841,0.3620323129,0.2431342908,0.210316358,0.06060606061,0.02075498575,0.04760444192,63.44103269,26.18100388,-2.829696433,1.359897586,-2.279288312,0.3503479212,-1.662742947,0.5301394183,-0.8186525216,1.97,2.49,-3.66,0.0824,-3.67,0.0816,4.59e-05,4.9141570069749205,3.1708667768520895,2.8185115851760263,144.92767550606337,157.7193788917773,160.4315902917206,157.76423467937235,-10.406105748767832,15.22759867826171,-4.993471890912059,52.027974497700086,1.0894878234232908,1.0908983390977538,0.8256686729432442,1.0509253143890263,1.0220504275296731,1.1320689747544854,1.0846295907013297,0.6363514685929939,1.1707755857059168,1.3270184486555818,1.0981247176801339,0.7973726111259782,0.842022605235401,1.152859685870521,0.9680229753659401,1.156554058343072,1.220059140095407,1.0594501453562295,1.1186255116715311,1.1141734080255543,0.1935730607087381,0.9628242005295593,0.6798974721747348,6.523499456707986,-0.03903335636521822,-1.7267965229209503,0.5014253490486293,0.023103403151179737,0.027798094399391855,0.03142347781500457,2.3869897277139787,33.66508094268433,1.8356957101805969,25.85182570622186,5.989210872089333,19.966947094576774,2.417403489413734,38.970246457907606,7.680057385636524,7.272097255586557,40.912360488562996,5.177132482808681,0.7998401834205648,1.7881380720580518,0.045263342989121706,37.08037315557202,-0.5063518803486808,0.4155389265613987,-0.13348283349856033,2373.347137949527,2.1495307514875313,7.389317390416579
2.450618565,4.190498528,2.941176471,2.539760349,151.1224196,41.29115226,-5.956790123,10.24966062,67.03703341,-0.5674684133,0.1086914583,-0.1918716891,-0.1804791235,-0.05985811902,-0.08280441822,1.272129914,0.5001464504,1.215827285,1.143526892,1.255625563,1.311173975,0.8324883492,1.245956373,0.8762256574,0.9142544134,0.8116398696,0.9695808339,1.083223371,0.8624864651,0.9716109063,0.3947112179,0.9938462057,3.048003442,0.1225138149,0.1178511302,0.4933994429,0.2194160968,0.0621574583,0.0,0.4343394744,0.63736678,4.60167115,0.0,0.0,0.0,3.349606718,0.0,0.0,0.0,0.0,2.009659864,0.6739130435,0.2047969837,0.9261629738,0.7777777778,3.682456251,4.551462154,0.6184628474,41.1097757,5.316788604,4.983978521,5.687386275,10.63357721,15.80357683,11.37477255,0.0,0.0,5.835619786,23.73047302,0.0,10.82399463,4.261869069,1.969422057,7.478012285,64.27,1.159722222,0.5902777778,0.4212698413,0.2639243197,0.1360701688,0.07625771605,0.05555555556,0.01844618056,0.03960091844,62.860082,26.06868342,-3.719096791,2.843927848,-1.952125455,0.3110147095,-1.299835943,0.3605592316,-0.7785318988,2.91,4.01,-4.0,0.0318,-4.22,0.0194,5.32e-05,4.808302799534196,3.5015715362008,3.0327424998150385,146.02566986129546,161.0113291162132,162.30886673500004,159.16360594511454,-71.3780831715899,8.93409736785335,-1.6840048625138326,49.93023555100958,1.0415107755108568,1.132481670937173,1.2423353092888412,1.037825674312075,0.9199896437292151,0.9410519219763775,0.9855583179184618,0.7174107125546169,1.1838309017281547,1.09326393880022,0.9825078200213431,0.9803505329816337,0.8824538033998941,1.225788440982409,1.079835599660019,1.1943662261468726,1.1154643018226384,1.1328823968576907,1.1389615360348229,0.9750337788413597,0.21394700134997247,0.4079769483477179,0.7143117062757189,-1.106136165816539,-0.15382876292700426,1.3003380491725711,0.46632734535225645,0.00942720619955457,0.009183952913346248,0.015416914169950918,2.024929059165449,31.726666349218686,0.7524976514157289,16.200103918188333,10.61945696555969,14.735695715668788,2.4695170766994137,30.82598359325912,4.980430815739796,12.992642554861336,-6.285061404849117,17.76109196350915,-0.25505735419707015,1.6174821390975134,0.04294463357364482,63.26828337938793,-0.35663953860732533,0.2887972979668991,0.10204234764520465,1073.9932226763435,2.5959760971213024,8.962701961495519
2.478998053,4.531737251,4.584097859,2.79533356,152.3722909,55.63018497,-4.282199154,13.56880932,92.45596396,-0.6302646196,0.1324729269,-0.05397991054,-0.05169907773,0.005767519995,-0.02261969407,1.004024422,0.5078511369,0.9885072594,0.9998426399,1.088348271,1.090964493,0.5458088391,0.9434786902,0.8393745447,1.006611013,0.8155005584,1.129322574,1.070344177,1.003844652,0.9321528286,0.4064642962,0.972936617,7.00827662,0.09330061666,0.2140761751,0.8558461486,0.441638319,0.1342464278,0.0,0.4323245357,0.5475823573,5.825396003,0.0,0.0,5.318228602,3.385412887,0.0,0.0,0.0,0.0,1.980954997,0.6640625,0.2179363445,1.01699684,0.7752380952,3.913553022,4.902146665,0.7702786768,52.50129632,11.05045608,9.778515705,10.57107519,16.47624748,27.22258466,5.13155848,5.907179729,0.0,12.1082079,28.47843254,10.717646,5.905390308,8.212963268,2.52847988,9.905992134,110.6,1.729166667,0.9030555556,0.6131972789,0.5755385488,0.3084057697,0.211882716,0.0697167756,0.0205239899,0.04813019629,92.16356724,30.12978517,-4.488477433,1.265419788,-2.442619558,1.158076518,-1.447384538,0.5252566033,-0.7717788264,2.74,3.04,-4.3,0.0221,-5.01,0.00427,0.000288,4.858286105396524,3.6727717199454246,2.8996128299238224,146.74810122420303,155.55892711637108,155.22677570262053,155.32357830147623,18.462920777843834,3.6154400032922203,-13.863460758840656,49.21895183674786,1.1945612005462538,1.1009673356887513,0.8776759114098256,0.9066705568061133,1.0470435285525075,1.0280081253340874,0.9512066011929354,0.5781212967335078,1.192229581285686,1.1521253277050187,1.0640724612831742,0.3375706484539801,0.7873529277415316,1.1176657042696825,1.3094505235873395,1.2436553671383404,1.1952672506084558,1.0867220436899674,1.0004131070481008,0.9019862056074552,0.17497224366010736,0.8512127603478726,0.685867691104335,11.337136770963356,-0.41251856251805724,-0.7795497948242098,0.48741926649408834,0.02383834601724625,0.018691982793559773,0.02446600865373481,1.8682234312848784,31.53441050719193,6.542575419781184,21.34922441928317,6.445287990460708,16.555061711747797,-3.1914564408996458,11.098905465114294,-4.45769614750345,8.726788789843967,48.40159034871594,-3.3182332812288378,-0.5005025672973054,1.7136012660145197,0.04098004129469724,198.9867548025004,-0.15172952958073918,0.3004236317296412,-0.09857561486577301,1646.8894138472626,0.2751080987822656,6.742614083620641
2.489372579,4.663815541,5.87037037,3.248371056,160.4482422,64.10026058,-5.303344867,13.97064726,156.4491924,-0.6536291568,0.6036731526,-0.01486649142,-0.1523244448,0.0668815408,0.0008914265502,0.931428181,0.4031347679,1.055717632,0.8214979576,0.9774692278,1.065712978,0.2389714991,0.3930837558,0.8436156063,0.9864553424,0.8432903872,0.9228014981,0.7469597498,0.8269007663,0.8264999508,0.6306894568,0.9778299933,8.00739318,0.2116435251,0.2140761751,0.8989685443,0.3928227826,0.1048899075,0.0,0.4294393512,0.2205543089,3.858196548,0.6669152278,-4.758526534,0.0,2.976840435,0.0,3.901256179,5.516129509,0.0,1.892192041,0.6785714286,0.1881080167,1.219678485,0.8882275132,3.84774593,4.887344949,0.7850803925,60.14458531,10.05365156,4.983978521,5.693927995,10.05365156,40.83731723,18.85863142,6.362358859,10.86194872,22.72241949,16.90908504,12.21787344,11.98130094,0.2665202855,1.889656709,8.909425461,82.16,2.229166667,1.118333333,0.936462585,0.7387329932,0.4348702444,0.3165740741,0.06627680312,0.02110062893,0.03506827481,1.116188182,35.31762793,-6.995584337,2.040648062,-2.184634642,1.052793975,-1.329174799,0.6946878066,-1.605944026,4.76,3.97,-6.0,0.000497,-6.89,6.38e-05,5.57e-06,4.918524714616181,3.492064371666702,3.650628542820596,144.2842841578672,158.2097671385053,157.92619895610218,155.91681199411696,-62.28279225910575,7.627447999042261,-10.880176406356105,50.29244641558126,1.3069071449144807,0.7873457165512967,1.0011409701911929,1.0716936487790452,1.1168152176400448,0.9835094842411289,0.9625282638129107,0.6406514449043493,0.9467912673520993,1.1696070741205808,1.2559277204346917,1.2065266179848686,0.8466380336810141,1.1226910527844927,0.9357406758138737,0.9637464532207894,1.0383585387826726,1.1043934708214087,1.1020223644954537,0.8925192554687685,0.2147955795293757,0.9348025360755148,0.6866014897553391,7.585267778550801,-0.3298066319935915,0.4030905599937462,0.4810721144079297,0.009392207387722269,0.011256397563542242,-0.002151416411953967,1.792925364583991,33.44063368582679,5.461640435412824,16.00579570505957,2.4878918316688927,14.143661042665116,0.26567396231522,15.266335677700464,15.342728293244795,5.372155236856231,51.05781933331844,5.788998734720317,-0.23263978446795125,1.7064992666972243,0.053360985690699254,52.20507666913639,-0.08616591461367826,-0.11387274361939143,-0.0629879910020298,2691.411564073317,2.436036247680431,7.121193937032656
2.477181776,4.590853691,5.032258065,3.167562724,149.6235346,58.8696845,0.1234567901,11.84933335,91.64075312,-0.3691494043,0.02775912726,-0.1274503808,-0.05429088354,0.2031939835,-0.08520564585,0.9423160517,0.467766953,1.106768635,1.037990752,1.120611702,1.107031655,0.5242962607,1.018669106,0.9023353477,0.9855938316,0.8988896109,0.9494643412,0.9679136249,1.063908435,0.9862002432,0.4143829928,0.9113304311,7.008273932,0.1073913263,0.09622504486,0.8097178565,0.2749716524,0.0761440227,0.0,0.4364434561,-0.2401826995,5.218831038,1.929508048,0.0,0.0,2.831912268,0.0,0.0,0.0,0.0,2.065915647,0.6397058824,0.179459215,1.225832161,0.779047619,3.594016263,4.759064585,0.9958229169,62.4631437,5.316788604,19.44429716,22.84330152,5.316788604,25.65562151,5.687386275,0.0,12.45193614,16.94476576,35.14411478,10.36057336,17.65010495,3.634142302,1.953768374,10.21799068,96.49,2.284722222,1.111666667,0.7821315193,0.536529195,0.4323664651,0.288757716,0.05450733753,0.02223333333,0.03766325524,60.71308242,33.12812966,-3.081883462,2.087019433,-2.518367903,0.2873471083,-1.534784906,0.2680654904,-0.8249018884,3.88,4.48,-5.23,0.00261,-5.6,0.00111,9.93e-08,4.790430901698109,3.7525546766767226,2.664961801455563,145.65095955715626,160.70221865065338,159.81225146895133,155.71362527291268,11.348901038664653,8.68713232534137,-4.046415787061479,50.292586086313975,1.2018988038438354,0.961638746796021,0.9217041726821796,1.038110189265236,0.9800424799215309,1.0983004521297512,1.0656116370535298,0.5935867903986458,1.3622588088354162,1.1039773897105034,0.8897721303820206,1.3904765936071284,0.8820097419688924,0.9577215928333144,1.139301493426645,0.947403689051667,1.1216935735780669,1.0890596814518914,1.1561097474908975,0.9991693527071616,0.15588286133677343,0.3801603959249046,0.7069341591645667,11.724491719236722,-0.13462597899440298,0.01955232095303333,0.500194887325587,0.05141593653645911,0.025274124344751608,0.017965832642218398,2.4649327414827846,29.657254120786714,2.247715767952597,29.958756804462283,-1.2056064610785757,25.905457319180943,5.674158717636784,18.702151003897594,1.9501359475544175,6.775174871681796,46.169086261811735,-3.7511149070003666,0.18343853159336773,1.6498464251524785,0.034493695085001747,-14.511582396975996,-0.3892912238340548,0.23823886920285303,0.243881003868202,1752.5891516883646,1.7355578550005468,7.803490908722958
2.489906793,4.649301453,4.915555556,2.698004115,152.6340949,57.14376093,-6.400633771,13.02374769,86.70222862,-0.4572122123,0.07899585575,-0.07467250642,-0.02960373967,-0.05264030584,0.09601494395,1.090028368,0.4978792783,1.004651851,1.050246921,1.079192979,1.129139511,0.8207385016,1.070476985,0.8269778698,0.9293751307,0.7256490083,0.9384887949,0.9884900922,0.9258480503,1.018935918,0.4090716456,0.9779546959,3.066006625,0.0952834448,0.2140761751,0.9233763125,0.5106739128,0.1521354666,0.0,0.430872001,0.3998230558,5.493595368,0.7408984465,0.0,0.0,3.159929768,0.0,0.0,5.607874885,0.0,1.965149334,0.6693548387,0.1867741161,1.149699898,0.8047619048,3.675785394,4.702693107,0.851895745,56.37970635,5.316788604,4.983978521,16.40394758,5.316788604,34.47495837,5.687386275,0.0,0.0,15.82245647,15.2635679,28.91749514,13.05776442,5.268556292,1.950410878,9.707599066,72.93,1.854166667,1.028055556,0.654829932,0.6545493197,0.4157375913,0.229382716,0.07555555556,0.02187352246,0.03777012702,51.32102269,24.17296101,-3.575777964,0.3226135707,-2.194956531,1.203734206,-1.324867281,0.5832354684,-0.7275748455,4.21,4.0,-5.55,0.00126,-6.13,0.000334,4.55e-06,4.937849991323914,3.3696450921137586,2.5206939739482443,148.6250699456409,149.06992280822215,156.503029337015,154.43539703559117,-11.924168289578114,4.064484037872716,-10.993262681939854,50.84804711217407,0.9996013069852607,0.9470170342309321,0.659613624816192,1.084630213984535,1.0383897555067483,1.1138984997584243,1.0997296215514296,0.7167733668006377,1.0946954926211736,1.2614325090508658,1.0358914252422584,0.997542423673488,0.9508762512042982,0.9291321744946515,1.0996552158005333,1.3089901313398655,0.964874565725886,1.129463030000204,0.793365778663035,0.9088503466127277,0.11436744795661676,0.4618155273572951,0.6699626137426197,-3.331817433293805,0.5580552393744516,-0.15819586197851282,0.47100783033092153,0.0017789167431452105,0.03722075814035194,0.02193315643253613,2.2725356479182737,32.56448505237991,2.8690792464945627,42.94463779921138,7.559325438330104,20.152690137989076,1.610059052947947,20.012172154358858,-0.5720277705195196,17.497486770698885,45.056338533190576,4.044731096503361,0.9522998087536436,1.7484491603097716,0.03041509972733817,61.65842078737033,-0.0004405278811716873,0.29239029729648,-0.36265583883954045,2418.157696039874,2.7642796103837965,6.9725504965467415
2.427611449,4.188333736,4.672131148,2.93715847,146.1018162,22.382643,-0.8284023669,8.858345261,62.46764447,-0.4448537678,-0.02892808684,-0.06976049983,0.02385848535,-0.07506031486,0.1155272816,0.7885458936,0.6142379454,1.16427588,0.9763345656,0.930510167,0.8956486704,0.6888466757,0.9765775772,0.9810364011,0.9549870422,0.8166995854,1.044632565,1.116336228,1.014867223,0.8595394201,0.4149287333,0.9938724285,6.002807773,0.1603666013,0.0,0.4569100218,0.2730118646,0.07183363128,0.0,0.4373949292,0.0,3.870485185,1.454085483,0.0,0.0,3.357896589,10.17030951,0.0,0.0,0.0,2.027556322,0.6354166667,0.1709410777,1.080176258,0.7448717949,2.819774933,3.899408685,1.385993533,57.60172935,10.423316,9.967957042,22.2842392,5.316788604,15.07448444,11.37477255,0.0,5.749511833,5.386224214,24.52642128,0.0,14.2347555,3.49732946,0.0,7.259024008,58.04,1.6875,0.5833333333,0.2832653061,0.2274305556,0.1809019904,0.085625,0.06006006006,0.01944444444,0.04640514963,112.7616894,21.70862663,-3.085546691,2.093372927,-2.069038732,0.3039448977,-1.438764958,-0.05117055834,-0.7471076458,4.52,3.7,-5.11,0.00243,-5.46,0.00109,4.73e-06,4.869700476504725,3.3538742399720394,3.235313954216717,146.83355650396578,158.14063774962239,159.76506622703434,155.69168079585486,-33.0496744331829,13.725914235051505,-10.644423835681792,47.54876853990683,0.962449443361891,0.8523517878810327,1.1348663673748824,1.1037834750560194,1.0503941642457146,0.9273047967669388,0.9625693447065635,0.6028184020478029,1.233396784511602,1.3336701317155562,0.7558548633425296,0.5279363124848729,0.8017750204198274,1.0151588603877855,1.2542479769910349,1.0389207546286379,1.1298183192585023,1.0443589876387773,1.022357340710863,0.8447693218438049,0.1239764964670057,0.8137334576634653,0.706831946165612,-2.9501247080014816,1.3223950667389417,0.4554389021547211,0.4727020580088458,0.010375685517679525,0.031167578318581877,0.0349653021226566,1.6549732409209963,26.71795222215401,6.157195451608316,11.475207180488676,1.3809756879185353,15.27787077358639,-4.693636097898432,-3.1008884871330835,5.963498841693726,11.514171920011524,64.1714027614877,12.191077709386693,1.4089229448806553,1.4032465184624314,0.04627108018150769,150.6259768691993,-0.13957865959389204,0.5426793167078052,-0.2127020680566164,1828.4528006008427,2.1324925090806257,6.843951099969197
2.479015615,4.520309251,4.517133956,2.80226722,153.0097775,45.32462222,-5.5012,13.38619907,91.41802687,-0.4581291007,-0.02481871828,-0.01841099456,-0.1556879175,-0.01165692595,0.002441966237,1.042867244,0.5630011431,1.052115352,1.083858226,1.054408677,1.244650643,0.6109231788,0.7390460571,0.8523468135,1.017468009,0.8273088911,1.244388507,1.049049177,0.9489375119,0.9457989088,0.3997723914,0.9113366495,6.027276297,0.07931505811,0.2140761751,0.8666591913,0.2749716524,0.1189424619,0.0,0.4340286995,1.045911104,6.151958635,0.0,0.0,0.0,6.539359984,0.0,0.0,0.0,0.0,1.998284106,0.6612903226,0.2145569101,1.015557798,0.7686868687,3.972585734,4.98875844,0.65509775,47.55579436,5.316788604,15.41868244,22.20374799,10.74258,27.48118054,5.13155848,0.0,6.165775612,12.1082079,23.74168831,15.2298486,15.29881255,7.872209116,2.563882331,9.113837606,89.23,1.729166667,0.7294444444,0.614829932,0.5130385488,0.2711404006,0.269382716,0.0589569161,0.01657828283,0.04667855868,298.8885757,26.0884089,-4.741587516,1.649009064,-2.791245547,0.4755866073,-1.320589611,0.5650146313,-0.4318516379,3.59,3.87,-4.82,0.0065,-5.74,0.000768,8.51e-05,4.958270219341543,3.4210630709900665,2.410337902736474,149.14079163819144,158.9715450733014,158.0246414976539,157.89989754255387,-56.59741224591668,5.87887720665926,3.9092271988162963,48.0842439983396,0.8599934373182926,0.9216406455095831,0.8523309141907902,1.1631156138996714,1.1459857315834843,1.1161415850166903,1.0480391889328748,0.7447240162934151,0.8156442532968579,0.871593024126437,1.2451069749863761,1.1419069998538682,0.8051048877690273,1.1034725440220958,1.2794444926162687,1.0731346465528218,1.2354564116111089,1.0740624998717014,0.9553600953309005,0.8687697096544588,0.16400712694293373,1.1961901748348587,0.6887975444764199,17.291574081957894,-0.1860052772695776,1.2110545743537136,0.4802833685515745,-0.0074229936897908175,0.012886605090287915,0.03325274339063981,2.2376063404065927,31.219230027755664,3.2640948899402398,26.423217817795415,3.9813246225553205,23.44652939408417,6.942822281643878,14.186647685751359,12.024459152823468,-1.7317589212738387,38.3564091128379,15.383928075028198,0.8138849125723022,1.4335822810583918,0.050605328100849556,118.94198219917641,0.019139072574463345,0.3171940442677241,-0.35794417089275654,2365.35743110023,1.8744699498782595,6.775748494500466
